estado;cidade;bairro;rua;cep;numero;latitude;longitude
Sao Paulo;Mogi das Cruzes;Jardim Piata A;Candido Sales    ;8774150;247;-23.4633343;-46.282014
Sao Paulo;Mogi das Cruzes;Parque Ponte Grande;Serra da Mantiqueira   ;8775070;180;-23.5091221;-46.2033336
Sao Paulo;Mogi das Cruzes;Jardim Marica;Sebastiao Vasconcelos Filho   ;8775395;85;-23.5213131;-46.1858528
Sao Paulo;Mogi das Cruzes;Jardim Sao Pedro;Joao Mello Reis   ;8830120;271;-23.5118554;-46.1350406
Sao Paulo;Mogi das Cruzes;Vila Nova Aparecida;da Matriz    ;8830650;148;-23.5234449;-46.192024
Sao Paulo;Mogi das Cruzes;Vila Nova Aparecida;Mirim     ;8830660;68;-23.5658656;-46.2177107
Sao Paulo;Mogi das Cruzes;Cezar de Souza;Quatro     ;8832030;290;-23.548372;-46.1910509
Sao Paulo;Santo Andre;Vila Floresta;Doutor Armando de Arruda Pereira ;9050070;180;-23.6697225;-46.5421305
Sao Paulo;Santo Andre;Vila Guiomar;Santana     ;9071460;82;-21.180798;-50.4575349
Sao Paulo;Santo Andre;Vila Guiomar;Paramirim     ;9071487;79;-23.6742228;-46.5436003
Sao Paulo;Santo Andre;Vila Guiomar;3 de Marco   ;9090503;132;-23.6546848;-46.5407984
Sao Paulo;Santo Andre;Vila Guiomar;6 de Junho   ;9090506;16;-23.655437;-46.5405054
Sao Paulo;Santo Andre;Cidade Sao Jorge;Para     ;9111720;153;-23.6748126;-46.4835986
Sao Paulo;Santo Andre;Vila Lutecia;Armando Sales de Oliveira  ;9130210;210;-23.6923994;-46.5045714
Sao Paulo;Santo Andre;Jardim Club de Campo;Lilas     ;9160354;260;-23.7674747;-46.4637603
Sao Paulo;Santo Andre;Jardim Cipreste;Aipe     ;9171834;59;-23.6557833;-46.5518491
Sao Paulo;Santo Andre;Vila Linda;Angico     ;9175700;248;-23.6856862;-46.5174399
Sao Paulo;Santo Andre;Vila Linda;Fausto     ;9175810;194;-23.6841825;-46.5207538
Sao Paulo;Santo Andre;Jardim Stella;Guararema     ;9185700;221;-23.680043;-46.5385975
Sao Paulo;Santo Andre;Vila Gilda;General Osorio    ;9190440;48;-23.6726827;-46.5391091
Sao Paulo;Santo Andre;Paraiso;Senador Victorino Freire   ;9190720;136;-23.6742228;-46.5436003
Sao Paulo;Santo Andre;Santa Terezinha;dos Estados    ;9210580;228;-23.6382188;-46.5341596
Sao Paulo;Santo Andre;Vila Metalurgica;Helena     ;9220160;62;-23.584895;-46.5512795
Sao Paulo;Santo Andre;Utinga;Lisboa     ;9230030;76;-23.6231893;-46.5344362
Sao Paulo;Santo Andre;Vila Alto de Santo Andre;Jandaia     ;9240700;83;-23.6295703;-46.5223703
Sao Paulo;Santo Andre;Jardim Utinga;Jonas Neto    ;9250355;33;-23.6742228;-46.5436003
Sao Paulo;Santo Andre;Jardim Alzira Franco;Ilha Grande    ;9272386;266;-23.7641361;-46.4072085
Sao Paulo;Santo Andre;Jardim Alzira Franco;Itaqui     ;9272434;82;-23.6742228;-46.5436003
Sao Paulo;Maua;Jardim Zaira;Maria Messias dos Santos  ;9320771;45;-23.6574419;-46.4384484
Sao Paulo;Maua;Jardim Zaira;Dona Emilia Scarparo   ;9321460;163;-23.6495296;-46.4452108
Sao Paulo;Maua;Jardim Bela Vista;Victorio Chiarotti    ;9340350;180;-23.6707118;-46.4387216
Sao Paulo;Maua;Jardim Paulista;Laercio Carlucci    ;9340550;58;-23.668163;-46.4617086
Sao Paulo;Maua;Parque das Americas;Santiago     ;9350570;155;-23.6857529;-46.4465156
Sao Paulo;Maua;Vila Mercedes;Arcelindo Benetti    ;9361174;137;-23.668163;-46.4617086
Sao Paulo;Maua;Jardim Camila;Lontras     ;9361190;256;-23.6975224;-46.4579351
Sao Paulo;Maua;Matriz;Sao Roque    ;9370210;51;-23.671893;-46.4611748
Sao Paulo;Ribeirao Pires;Centro;Capitao Jose Gallo   ;9400080;249;-23.7041431;-46.4263631
Sao Paulo;Ribeirao Pires;Centro;Miguel Prisco    ;9400110;250;-23.7087638;-46.4143104
Sao Paulo;Ribeirao Pires;Centro;Jose Laurito    ;9401090;294;-23.7047781;-46.4121237
Sao Paulo;Ribeirao Pires;Colonia;Russia     ;9402190;263;-23.6997527;-46.412855
Sao Paulo;Ribeirao Pires;Colonia;Ernesto Molon    ;9405250;237;-23.6984394;-46.4005623
Sao Paulo;Ribeirao Pires;Centro Alto;Ovidio Abrantes    ;9424150;58;-23.7157943;-46.4174125
Sao Paulo;Ribeirao Pires;Pilar Velho;Servilio Lunardi    ;9432535;132;-23.7071623;-46.4062503
Sao Paulo;Ribeirao Pires;Tanque Caio;Helena Del Corto   ;9436290;181;-23.6746412;-46.3763877
Sao Paulo;Ribeirao Pires;Somma;Leticia     ;9445200;159;-23.7071623;-46.4062503
Sao Paulo;Sao Caetano do Sul;Fundacao;Mariano Pamplona    ;9520440;49;-23.6028068;-46.5769338
Sao Paulo;Sao Caetano do Sul;Ceramica;das Mangueiras    ;9530740;219;-23.6291873;-46.5714493
Sao Paulo;Sao Caetano do Sul;Barcelona;Goias     ;9550051;31;-23.6168425;-46.5530813
Sao Paulo;Sao Caetano do Sul;Boa Vista;Frederico Jose Furlanetto   ;9572110;275;-23.6422417;-46.5599003
Sao Paulo;Sao Caetano do Sul;Maua;Jose Salustiano Santana   ;9580540;285;-23.6467734;-46.5704228
Sao Paulo;Sao Bernardo do Campo;Rudge Ramos;Vinte e Quatro de Maio ;9625000;45;-23.6621913;-46.5671614
Sao Paulo;Sao Bernardo do Campo;Rudge Ramos;Afonsina     ;9633000;26;-23.6540996;-46.566434
Sao Paulo;Sao Bernardo do Campo;Taboao;Guilherme Tell    ;9663010;140;-23.6558461;-46.5981933
Sao Paulo;Sao Bernardo do Campo;Vila Goncalves;Capitao-mor Antonio de Oliveira  ;9725110;152;-23.7122659;-46.5598726
Sao Paulo;Sao Bernardo do Campo;Anchieta;Paulo Setubal    ;9732220;99;-23.6821458;-46.5640651
Sao Paulo;Sao Bernardo do Campo;Anchieta;Olegario Herculano    ;9732570;13;-23.6824385;-46.5589915
Sao Paulo;Sao Bernardo do Campo;Montanhao;Sapucaia     ;9765620;240;-23.712818;-46.6160844
Sao Paulo;Sao Bernardo do Campo;Montanhao;Nobre     ;9772000;82;-23.7416401;-46.6868516
Sao Paulo;Sao Bernardo do Campo;Ferrazopolis;Joaquim Jose Maia   ;9790450;262;-23.7338649;-46.5389944
Sao Paulo;Sao Bernardo do Campo;Montanhao;Joao Antonio    ;9791255;112;-23.7206495;-46.5878506
Sao Paulo;Sao Bernardo do Campo;Demarchi;Mateos Demarchi    ;9820270;47;-23.7395138;-46.5559593
Sao Paulo;Sao Bernardo do Campo;Rio Grande;Emilia     ;9830220;258;-23.7803016;-46.5327259
Sao Paulo;Sao Bernardo do Campo;Rio Grande;do Araca    ;9832080;25;-23.6898429;-46.5648481
Sao Paulo;Sao Bernardo do Campo;Dos Casa;Jeronymo Moratti    ;9840450;191;-23.7378393;-46.5751013
Sao Paulo;Sao Bernardo do Campo;Batistini;Cotegipe     ;9843230;177;-23.7777038;-46.5895257
Sao Paulo;Sao Bernardo do Campo;Planalto;Padre Cicero    ;9890320;149;-23.6970766;-46.5703708
Sao Paulo;Sao Bernardo do Campo;Jordanopolis;Bahia     ;9891570;23;-23.7162204;-46.5254364
Sao Paulo;Sao Bernardo do Campo;Planalto;Cecilia Meireles    ;9896240;14;-23.7037952;-46.5675854
Sao Paulo;Sao Bernardo do Campo;Planalto;Luiz Gonzaga    ;9896280;248;-23.7134754;-46.5266792
Sao Paulo;Diadema;Centro;Antonio Pedrozelli    ;9910030;141;-23.6922017;-46.6318534
Sao Paulo;Diadema;Taboao;Ararangua     ;9932150;170;-23.6642005;-46.6146854
Sao Paulo;Diadema;Taboao;Cairo     ;9941050;259;-23.6818396;-46.620967
Sao Paulo;Diadema;Vila Nogueira;Corpo e Alma   ;9952395;177;-23.6818396;-46.620967
Sao Paulo;Diadema;Casa Grande;Sao Gaspar    ;9960503;255;-23.6846712;-46.5967712
Sao Paulo;Diadema;Casa Grande;Sao Serafim    ;9962630;284;-23.70207;-46.5980451
Sao Paulo;Diadema;Eldorado;Gilberto     ;9971370;79;-23.7242655;-46.6277068
Sao Paulo;Diadema;Inamar;das Margaridas    ;9972425;26;-23.7203606;-46.6151554
Sao Paulo;Diadema;Serraria;Antonio Bispo Jose dos Reis ;9980243;167;-23.6818396;-46.620967
Sao Paulo;Diadema;Serraria;Antonio Braz de Figueiredo  ;9980791;15;-23.7053691;-46.6130445
Sao Paulo;Diadema;Inamar;Marco Antonio    ;9981110;222;-23.713839;-46.6078121
Sao Paulo;Diadema;Serraria;Mae Rainha    ;9990104;121;-23.6818396;-46.620967
Sao Paulo;Santos;Centro;General Camara    ;11010120;144;-23.934495;-46.3244729
Sao Paulo;Santos;Vila Nova;Henrique Dias    ;11013230;11;-23.9398281;-46.3180813
Sao Paulo;Santos;Jabaquara;Professor Celso da Cunha Alves ;11013570;101;-23.9393696;-46.3353265
Sao Paulo;Santos;Centro;Senador Feijo    ;11015501;197;-23.9376998;-46.3255184
Sao Paulo;Santos;Boqueirao;Professor Torres Homem   ;11025020;129;-23.9651588;-46.314073
Sao Paulo;Santos;Ponta da Praia;Almirante Moraes Rego   ;11030170;29;-23.9856706;-46.2961077
Sao Paulo;Santos;Aparecida;Professor Alcides Luiz Alves  ;11040310;66;-23.9745448;-46.3075185
Sao Paulo;Santos;Boqueirao;Avenida Conselheiro Nebias   ;11045901;36;-23.9604318;-46.3230834
Sao Paulo;Santos;Gonzaga;Doutor Manoel Victorino   ;11060430;35;-23.9621321;-46.3357369
Sao Paulo;Santos;Morro Sao Bento;B     ;11081420;255;-23.9532418;-46.3526467
Sao Paulo;Santos;Chico de Paula;Julia Ferreira de Carvalho  ;11090050;148;-23.9341556;-46.3688319
Sao Paulo;Santos;Alemoa;Eustachio Alves de Souza  ;11095550;56;-23.925734;-46.3725561
Sao Paulo;Sao Vicente;Vila Margarida;Dois Mil Cento e Sessenta ;11330770;294;-23.9607656;-46.3960797
Sao Paulo;Sao Vicente;Esplanada dos Barreiros;Pedro Alves    ;11340370;95;-23.9528331;-46.4148274
Sao Paulo;Sao Vicente;Jardim Irma Dolores;Ribeirao Preto    ;11347710;10;-23.9780958;-46.4539743
Sao Paulo;Sao Vicente;Parque Continental;Jose Viegas    ;11348390;79;-23.6558275;-46.467885
Sao Paulo;Sao Vicente;Parque Sao Vicente;Galeao Coutinho    ;11365000;105;-23.9469015;-46.39376
Sao Paulo;Sao Vicente;Vila Valenca;Nossa Senhora das Gracas  ;11390080;263;-23.9649937;-46.3761952
Sao Paulo;Sao Vicente;Catiapoa;Mecanizada Nove Mil Novecentos e ;11390590;268;-23.9607656;-46.3960797
Sao Paulo;Guaruja;Acapulco;Romao Fidalgo Salgado Neto  ;11445450;113;-23.948121;-46.1875214
Sao Paulo;Guaruja;Sitio Paecara (Vicente de Carvalho);Jaragua     ;11461540;21;-23.6529964;-46.5402057
Sao Paulo;Cubatao;Jardim Sao Francisco;Raul Picado    ;11500170;292;-23.8830953;-46.4160641
Sao Paulo;Cubatao;Vila Sao Jose;Pastor Jaconias Leite da Silva ;11523150;44;-23.9099561;-46.4233332
Sao Paulo;Cubatao;Vila Caraguata;Jose Cascardi    ;11535080;96;-23.9336592;-46.4304138
Sao Paulo;Cubatao;Vale Verde;Pedro Alvares Cabral   ;11542090;236;-22.4356977;-46.8353103
Sao Paulo;Cubatao;Jardim das Industrias;Engenheiro Plinio de Queiroz  ;11570000;281;-23.8438375;-46.3778349
Sao Paulo;Caraguatatuba;Sumare;Monsenhor Ascanio Brandao   ;11661210;64;-23.6217677;-45.3970857
Sao Paulo;Caraguatatuba;Indaia;Manoel Calixto de Souza  ;11665555;161;-23.6354842;-45.4296259
Sao Paulo;Caraguatatuba;Praia das Palmeiras;Joao Ribeiro    ;11666490;146;-23.669897;-45.4335941
Sao Paulo;Caraguatatuba;Jardim Porto Novo;Josefina Galiano Nobre   ;11667370;65;-23.6255903;-45.4241453
Sao Paulo;Caraguatatuba;Travessao;Adalia     ;11669350;18;-23.7017226;-45.4436774
Sao Paulo;Caraguatatuba;Morro do Algodao;Sao Miguel    ;11671230;283;-23.6743015;-45.4510678
Sao Paulo;Caraguatatuba;Rio do Ouro;Jorge Alvares Maciel   ;11675615;96;-23.6255903;-45.4241453
Sao Paulo;Caraguatatuba;Rio do Ouro;D     ;11675642;277;-23.5918201;-45.3411144
Sao Paulo;Caraguatatuba;Recanto Som do Mar;Recanto Som do Mar  ;11676248;186;-23.6081604;-45.3501563
Sao Paulo;Caraguatatuba;Portal da Fazendinha;Dom Antonio Luiz de Souza ;11676330;20;-23.5946483;-45.3446385
Sao Paulo;Caraguatatuba;Capricornio I;Pegasso     ;11676535;236;-23.6107734;-45.3522916
Sao Paulo;Caraguatatuba;Capricornio III;Jose Garcia da Fonseca  ;11676691;126;-23.6255903;-45.4241453
Sao Paulo;Caraguatatuba;Capriconio III;Dez     ;11676706;47;-23.6975874;-45.4356952
Sao Paulo;Caraguatatuba;Massaguacu;E     ;11677532;225;-23.5913494;-45.3435724
Sao Paulo;Caraguatatuba;Jardim Adalgisa;Paraguai     ;11677560;65;-23.5759632;-45.3165705
Sao Paulo;Praia Grande;Canto do Forte;Presidente Castelo Branco   ;11700805;198;-24.0134636;-46.4181577
Sao Paulo;Praia Grande;Ocian;Nilza Ferreira Genario   ;11704250;25;-24.0224362;-46.4795249
Sao Paulo;Praia Grande;Solemar;Assis Valente    ;11709100;44;-24.0761639;-46.584297
Sao Paulo;Praia Grande;Cidade da Crianca;Projetada E    ;11710320;90;-23.9752324;-46.3995607
Sao Paulo;Praia Grande;Vila Sonia;Antonio Rodrigues dos Reis  ;11722100;273;-24.0025029;-46.4478221
Sao Paulo;Praia Grande;Gloria;D     ;11724250;168;-24.0074833;-46.4379016
Sao Paulo;Taubate;Parque Senhor do Bonfim;Itapoa     ;12040630;219;-23.031655;-45.5990386
Sao Paulo;Taubate;Vila Iapi;Campos de Jordao   ;12060060;274;-23.0204539;-45.5618542
Sao Paulo;Taubate;Parque Santo Antonio;Jose Vicente de Barros  ;12061000;215;-23.0051329;-45.5553195
Sao Paulo;Taubate;Parque Sao Luis;Waldomiro Berbare    ;12061440;60;-23.0002202;-45.5599891
Sao Paulo;Taubate;Conjunto Residencial Sao Francisco;Professor Emilio Simonetti   ;12080221;55;-23.0204559;-45.5563555
Sao Paulo;Taubate;Campos Eliseos;das Azaleas    ;12090240;278;-23.0382508;-45.5537221
Sao Paulo;Taubate;Loteamento Chacaras Ingrid;Tucano     ;12093742;130;-23.0204559;-45.5563555
Sao Paulo;Taubate;Jardim Marlene Miranda;Jose Beatriz    ;12095200;191;-23.0745948;-45.5409
Sao Paulo;Sao Jose dos Campos;Vila Maria;Rio de Janeiro   ;12209270;43;-23.1756113;-45.8794455
Sao Paulo;Sao Jose dos Campos;Cidade Vista Verde;Nair de Souza Camargo Oliveira ;12223105;156;-23.1837757;-45.8372564
Sao Paulo;Sao Jose dos Campos;Jardim das Cerejeiras;Vinte e Nove de Junho ;12225520;300;-23.1939223;-45.7895737
Sao Paulo;Sao Jose dos Campos;Campos de Sao Jose;Terceiro-Sargento-Policia Militar Alexandre de Souza ;12226370;55;-23.223701;-45.9009074
Sao Paulo;Sao Jose dos Campos;Residencial Interlagos;Landulfo Caetano dos Santos  ;12229072;126;-23.2745216;-45.8610122
Sao Paulo;Sao Jose dos Campos;Jardim Satelite;Porto Novo    ;12230060;192;-23.2233663;-45.8847876
Sao Paulo;Sao Jose dos Campos;Floradas de Sao Jose;Paulo da Silva Santos  ;12230091;297;-23.2192813;-45.886757
Sao Paulo;Sao Jose dos Campos;Jardim Satelite;Carina     ;12230440;294;-23.2256298;-45.8863737
Sao Paulo;Sao Jose dos Campos;Jardim Satelite;Cotegipe     ;12230551;53;-23.2264705;-45.8913739
Sao Paulo;Sao Jose dos Campos;Vila Sao Bento;Paranapanema     ;12231510;212;-23.2220122;-45.8776908
Sao Paulo;Sao Jose dos Campos;Conjunto Residencial Dom Pedro I;Antonio Joaquim de Alvarenga Filho ;12232570;138;-23.2769486;-45.8917071
Sao Paulo;Sao Jose dos Campos;Bosque dos Eucaliptos;das Bandeiras    ;12233003;103;-23.2480495;-45.8848678
Sao Paulo;Sao Jose dos Campos;Jardim Imperial;Roberto Baranov    ;12234190;295;-23.2813102;-45.9000219
Sao Paulo;Sao Jose dos Campos;Parque Industrial;Alenquer     ;12235800;123;-23.2504328;-45.9129692
Sao Paulo;Sao Jose dos Campos;Jardim Terras do Sul;Doutor Octavio Monteiro Becker  ;12236066;240;-23.2466194;-45.8937671
Sao Paulo;Sao Jose dos Campos;Loteamento Conjunto Morada do Sol II;Raimundo Batista Conceicao   ;12237591;77;-23.2532344;-45.916486
Sao Paulo;Sao Jose dos Campos;Chacaras Reunidas;Buzios     ;12238370;123;-23.2467145;-45.927321
Sao Paulo;Sao Jose dos Campos;Jardim Apolo I;Ubatuba     ;12243130;144;-23.2015359;-45.9005061
Sao Paulo;Sao Jose dos Campos;Urbanova;Arnaldo Pinto Pereira   ;12244310;106;-23.1996146;-45.9376933
Sao Paulo;Sao Jose dos Campos;Urbanova;Ub-31     ;12244511;19;-23.2000392;-45.9591891
Sao Paulo;Sao Jose dos Campos;Jardim Sao Dimas;Rua Euclides Miragaia   ;12245902;271;-23.1918876;-45.8884464
Sao Paulo;Sao Jose dos Campos;Jardim Santa Ines II;dos Cirurgioes Dentistas   ;12248515;13;-23.1685092;-45.8051877
Sao Paulo;Cacapava;Residencial Esperanca;Durvalina Costa da Silva  ;12285405;54;-23.1268595;-45.7204152
Sao Paulo;Cacapava;Jardim Cacapava;Bolivia     ;12286020;212;-23.10921;-45.7197874
Sao Paulo;Cacapava;Vila Galvao;Professora Zelia de Souza Madureira ;12286210;222;-23.1173284;-45.720535
Sao Paulo;Cacapava;Loteamento Real Park;Cantidio Victor    ;12289400;227;-23.0996965;-45.7080824
Sao Paulo;Cacapava;Guamirim;Ciro de Andrade   ;12295232;147;-23.0996965;-45.7080824
Sao Paulo;Jacarei;Loteamento Villa Branca;Walter Durst    ;12301611;124;-23.2651229;-45.9454636
Sao Paulo;Jacarei;Loteamento Villa Branca;Maria Martins    ;12301635;26;-23.2617932;-45.9462169
Sao Paulo;Jacarei;Parque Itamarati;Veneza     ;12307310;189;-23.2955883;-45.9548584
Sao Paulo;Jacarei;Parque Itamarati;Montese     ;12307380;189;-23.2965387;-45.9554362
Sao Paulo;Jacarei;Vila Aprazivel;da Penha    ;12307700;298;-23.3033843;-45.9557179
Sao Paulo;Jacarei;Cidade Salvador;Euripedes Barsanulfo    ;12312370;213;-23.2988194;-45.9249807
Sao Paulo;Jacarei;Jardim Emilia;Rodovia Presidente Dutra s/n  ;12321902;243;-23.2987827;-45.9662542
Sao Paulo;Jacarei;Rio Abaixo;Luciana de Souza Magalhaes  ;12334441;22;-23.2599445;-45.9574219
Sao Paulo;Jacarei;Jardim Conquista;Benedito Garboci    ;12335506;18;-23.310112;-46.087315
Sao Paulo;Jacarei;Parque Residencial Jequitiba;Tres     ;12340601;219;-22.9240706;-45.4633141
Sao Paulo;Pindamonhangaba;Centro;Doutor Francisco Romeiro   ;12400210;126;-22.9251224;-45.4616987
Sao Paulo;Pindamonhangaba;Vila Suica;Irene Prado de Jesus  ;12405100;244;-22.9336355;-45.4495733
Sao Paulo;Pindamonhangaba;Jardim Santa Luzia;Jose Emiliano dos Santos  ;12411180;295;-22.9251224;-45.4616987
Sao Paulo;Pindamonhangaba;Alto do Piracuama;Jose Estevam de Amorim  ;12423780;60;-22.9251224;-45.4616987
Sao Paulo;Pindamonhangaba;Jardim Regina (Moreira Cesar);Orondina Sathler Rodrigues   ;12442440;113;-22.8454891;-45.1985616
Sao Paulo;Guaratingueta;Jardim Tamandare;Tamandare     ;12503710;160;-22.7945666;-45.1473414
Sao Paulo;Guaratingueta;Rocinha;Municipal     ;12503780;86;-22.81432;-45.2004021
Sao Paulo;Guaratingueta;Campo do Galvao;Benedito Paula dos Santos  ;12505220;152;-22.8080266;-45.1942201
Sao Paulo;Guaratingueta;Parque das Garcas;Izabel Costa dos Santos  ;12508380;157;-22.775433;-45.2492658
Sao Paulo;Guaratingueta;Bosque dos Ipes;Deputado Roberto Cardoso Alves  ;12510510;162;-22.8053102;-45.2061712
Sao Paulo;Guaratingueta;Vila Comendador Rodrigues Alves;Expedicionario Benedito Patricio   ;12511040;209;-22.8080266;-45.1942201
Sao Paulo;Guaratingueta;Pedregulho;Maria das Dores Goncalves  ;12515090;58;-22.8080266;-45.1942201
Sao Paulo;Guaratingueta;Parque Residencial Anna Guilhermina Rois Alves;Doutor Antonio Andrade Costa  ;12517130;261;-22.7861359;-45.1788249
Sao Paulo;Guaratingueta;Jardim Esperanca;Jair dos Santos   ;12518290;286;-22.7365627;-45.1232971
Sao Paulo;Lorena;Centro;Sao Jose    ;12600560;169;-22.7174539;-45.1201226
Sao Paulo;Lorena;Nova Lorena;Severino Fittipaldi    ;12602320;149;-22.7453304;-45.1074137
Sao Paulo;Lorena;Cruz;Goncalves Dias    ;12606450;208;-22.7338724;-45.1201112
Sao Paulo;Lorena;Parque Mondesir;Eunice Bastos Galvao   ;12609110;283;-22.7338724;-45.1201112
Sao Paulo;Lorena;Vila dos Comerciarios I;Domingos S. Gilio Lopes  ;12610160;141;-22.7579082;-45.129824
Sao Paulo;Lorena;Cecap;Milton C de Medeiros  ;12610205;46;-22.573256;-44.9693894
Sao Paulo;Cruzeiro;Jardim America;Carlos Corsi Guazelli   ;12702065;140;-22.5624841;-44.960417
Sao Paulo;Cruzeiro;Retiro da Mantiqueira;Plinio Moreira    ;12712060;116;-22.5670966;-44.9423237
Sao Paulo;Cruzeiro;Vila Doutor Joao Batista (Parte Baixa);Cavalheiro Euclides    ;12720630;265;-22.559558;-44.9481799
Sao Paulo;Cruzeiro;Loteamento Residencial Vista Verde;Doutor Geraldo Cosme de Menezes ;12721628;142;-22.9602449;-46.5425508
Sao Paulo;Braganca Paulista;Centro;Dom Aguirre    ;12900430;279;-22.9446241;-46.556474
Sao Paulo;Braganca Paulista;Jardins;Canada     ;12903391;129;-22.9531705;-46.5423239
Sao Paulo;Braganca Paulista;Nucleo Habitacional Padre Aldo Bolini;Voluntario Juvenal Vasconcelos   ;12908411;282;-22.9531705;-46.5423239
Sao Paulo;Braganca Paulista;Nucleo Habitacional Padre Aldo Bolini;Djanira Brandi Bertolotti   ;12908420;275;-22.9531705;-46.5423239
Sao Paulo;Braganca Paulista;Vila Municipal;Celina     ;12912040;209;-22.9606452;-46.5253802
Sao Paulo;Braganca Paulista;Residencial das Ilhas;Antilhas     ;12913022;92;-22.958338;-46.5301999
Sao Paulo;Braganca Paulista;Jardim Santa Rita de Cassia;Castro Alves    ;12914300;252;-22.9531705;-46.5423239
Sao Paulo;Braganca Paulista;Jardim Sao Jose;Justina Chiovatto    ;12916180;199;-22.9531705;-46.5423239
Sao Paulo;Braganca Paulista;Condominio Residencial e Comercial Fazenda Santa P;Aurora     ;12916397;84;-22.9637251;-46.7140604
Sao Paulo;Braganca Paulista;Parque Residencial Rosa do Sul;Marginal Um    ;12918142;130;-22.993714;-46.5286556
Sao Paulo;Braganca Paulista;Condominio Terras de Santa Cruz;dos Jacarandas    ;12918223;159;-22.9305199;-46.5649208
Sao Paulo;Braganca Paulista;Chacaras Luzia Vicente;Nove     ;12926332;61;-23.1153763;-46.5579821
Sao Paulo;Atibaia;Centro;Major Juvenal Alvim   ;12940060;54;-23.1175492;-46.5567066
Sao Paulo;Atibaia;Vila Salles;Nagib Salles    ;12940304;159;-23.1183209;-46.5658387
Sao Paulo;Atibaia;Alvinopolis;Joao Serbino    ;12942500;68;-23.1151231;-46.5573954
Sao Paulo;Atibaia;Jardim Alvinopolis;Santa Rosa    ;12943050;87;-23.1325132;-46.5671167
Sao Paulo;Atibaia;Jardim Alvinopolis;Alcebiades Chicaroni    ;12943380;229;-23.1082283;-46.5568465
Sao Paulo;Atibaia;Jardim Roseli;Antonio Puga Archilla   ;12944310;100;-23.1175492;-46.5567066
Sao Paulo;Atibaia;Loteamento Loanda;Geralda Alves Macedo   ;12945120;192;-23.1466425;-46.5479468
Sao Paulo;Atibaia;Retiro das Fontes;dos Filodendros    ;12946715;190;-23.1328047;-46.5597212
Sao Paulo;Atibaia;Jardim do Lago;Ministro Doutor Jose Geraldo Rodrigues ;12947262;169;-23.1720947;-46.6294288
Sao Paulo;Atibaia;Jardim Estancia Brasil;Tres     ;12949100;138;-23.1112052;-46.5411534
Sao Paulo;Atibaia;Jardim Sueli;E     ;12952481;133;-23.0836096;-46.5600065
Sao Paulo;Atibaia;Atibaia Belvedere;da Torre    ;12954414;78;-23.1470226;-46.5472262
Sao Paulo;Atibaia;Condominio Residencial Reserva Ecologica Atibaia;dos Manacas    ;12954739;285;-22.8972753;-47.0488766
Sao Paulo;Campinas;Cambui;Antonio Lapa    ;13025240;140;-22.9414767;-47.1476959
Sao Paulo;Campinas;Vila Teixeira;John Boyd Dunlop   ;13032377;93;-22.9246896;-47.0624496
Sao Paulo;Campinas;Jardim Leonor;Santa Rosa do Viterbo  ;13041260;187;-22.7597086;-47.058953
Sao Paulo;Campinas;Chacaras Sao Martinho;Municipal     ;13042846;233;-22.9410458;-47.0414193
Sao Paulo;Campinas;Jardim dos Oliveiras;Agnaldo Macedo    ;13044000;263;-22.9099384;-47.0626332
Sao Paulo;Campinas;Nucleo Residencial Bairro da Vitoria;da Libertacao    ;13044784;53;-22.9437524;-47.0824613
Sao Paulo;Campinas;Jardim Monte Cristo/Parque Oziel;Joao Barbosa    ;13049038;269;-22.9355174;-47.0798067
Sao Paulo;Campinas;Jardim Monte Cristo/Parque Oziel;Adao Soares da Silva  ;13049127;293;-22.9667178;-47.0712997
Sao Paulo;Campinas;Swiss Park;Odilla Longo Fiquetti   ;13049380;96;-22.9744965;-47.0669756
Sao Paulo;Campinas;Swiss Park;Geraldo Vicente    ;13049429;265;-22.926735;-47.0826167
Sao Paulo;Campinas;Jardim do Lago;das Amoreiras    ;13050035;132;-22.946289;-47.0915258
Sao Paulo;Campinas;Jardim das Bandeiras;dos Manacas    ;13050078;255;-22.9241938;-47.0886035
Sao Paulo;Campinas;Cidade Jardim;Gastao Rocha Leao   ;13050400;291;-22.9486556;-47.1078503
Sao Paulo;Campinas;Jardim Novo Campos Eliseos;Andre de Souza Campos  ;13050730;124;-22.9485349;-47.0899545
Sao Paulo;Campinas;Jardim das Bandeiras;Sebastiao Ananias Nogueira   ;13051101;162;-22.9845069;-47.0974104
Sao Paulo;Campinas;Jardim Nova Mercedes;Maria Jose Simoes Aguiar  ;13052510;201;-23.0309231;-47.1040678
Sao Paulo;Campinas;Vila Palmeiras I;Maria Cristina de Lima Tavares ;13053243;15;-23.0404409;-47.1018142
Sao Paulo;Campinas;Jardim Sao Domingos;Iracema Santos de Oliveira  ;13053310;98;-22.9804979;-47.1255462
Sao Paulo;Campinas;Dic V (Conjunto Habitacional Chico Mendes);Abigail Zeni Nader   ;13054500;287;-22.9099384;-47.0626332
Sao Paulo;Campinas;Jardim Planalto de Viracopos;Virgilina D. M. Santos  ;13056002;243;-22.8482004;-47.1627193
Sao Paulo;Campinas;Vila Tancredo Neves;A     ;13056193;24;-22.9891937;-47.1523356
Sao Paulo;Campinas;Jardim Adhemar de Barros;Rodney Ricci    ;13056227;241;-23.0349487;-47.126484
Sao Paulo;Campinas;Loteamento Residencial Rosario;Oito     ;13057179;201;-22.9139296;-47.2371363
